id,date_created,date_updated,Отделение,Меню на дату,Меню
411130,2018-11-21 17:59:49.200764+00:00,2018-11-21 17:59:49.318260+00:00,Школьное,2018-11-22,https://connect.yandex.ru/forms/files?path=%2F11913%2F65c8da5dd793c7a493af5c6103f03ffb_menyu_na_22.11.2018g..pdf
411131,2018-11-21 18:00:33.842793+00:00,2018-11-21 18:00:34.032604+00:00,Платное,2018-11-22,https://connect.yandex.ru/forms/files?path=%2F10598%2F84a4edd6ec54e373b06b5fa87080213d_22.11.pdf
2.11.2018g..pdf
411132,2018-11-21 18:01:03.115542+00:00,2018-11-21 18:01:03.297651+00:00,Школьное,2018-11-21,https://connect.yandex.ru/forms/files?path=%2F10597%2F6b22f2ad96768b67c0715ae0f58a299a_21.11.2018g..pdf
8g..pdf
411133,2018-11-21 18:01:47.024570+00:00,2018-11-21 18:01:47.140248+00:00,Платное,2018-11-21,https://connect.yandex.ru/forms/files?path=%2F11913%2Fe29f0a7811e4d7d6672f263359c7da95_21.11.pdf
g..pdf
8g..pdf
411134,2018-11-21 18:02:34.677553+00:00,2018-11-21 18:02:34.795632+00:00,Платное,2018-11-20,https://connect.yandex.ru/forms/files?path=%2F10597%2F46e51ed0cdafa8bcff94f87d411e7e93_20.11.pdf
g..pdf
8g..pdf
411135,2018-11-21 18:02:54.110483+00:00,2018-11-21 18:02:54.252397+00:00,Школьное,2018-11-20,https://connect.yandex.ru/forms/files?path=%2F10427%2F8f439436c8c67ef5feb34bc961fe7669_menyu_na_20.11.2018g..pdf
411143,2018-11-21 18:09:56.250470+00:00,2018-11-21 18:09:56.365682+00:00,Дошкольное,2018-11-22,https://connect.yandex.ru/forms/files?path=%2F10600%2F6b6efac7026114eb0d9a8e94f421c1a4_2211.pdf
11.2018g..pdf
411144,2018-11-21 18:10:11.789391+00:00,2018-11-21 18:10:11.881750+00:00,Дошкольное,2018-11-20,https://connect.yandex.ru/forms/files?path=%2F11913%2F1ebe3a75bf1c1d473289635d008269e4_2011.pdf
11.2018g..pdf
411145,2018-11-21 18:10:23.609039+00:00,2018-11-21 18:10:23.698667+00:00,Дошкольное,2018-11-21,https://connect.yandex.ru/forms/files?path=%2F10597%2F02b43948917133983916fde2e4f65e0a_2111.pdf
11.2018g..pdf
411746,2018-11-22 07:59:27.876074+00:00,2018-11-22 07:59:28.044846+00:00,Школьное,2018-11-23,https://connect.yandex.ru/forms/files?path=%2F10598%2F98a5a0bd1943880e483dad1da01cb49b_menyu_na_23.11.2018g..pdf
411750,2018-11-22 07:59:41.443041+00:00,2018-11-22 07:59:41.516411+00:00,Платное,2018-11-23,https://connect.yandex.ru/forms/files?path=%2F10597%2F76568f7154a5ae1bd16d54a696d0944c_2311.pdf
23.11.2018g..pdf
411779,2018-11-22 08:06:36.691669+00:00,2018-11-22 08:06:36.769922+00:00,Дошкольное,2018-11-23,https://connect.yandex.ru/forms/files?path=%2F10599%2Feb8990f4f4cbc87e83615f88931cec23_153650316013766613.jpg

411788,2018-11-22 08:07:46.173633+00:00,2018-11-22 08:07:46.246216+00:00,Дошкольное,2018-11-23,https://connect.yandex.ru/forms/files?path=%2F10427%2Ffc72fc08f9cf4065f8d7a97d0e9190f9_safonova.pdf
6613.jpg

411806,2018-11-22 08:15:30.423538+00:00,2018-11-22 08:15:30.566272+00:00,Школьное,2018-11-13,https://connect.yandex.ru/forms/files?path=%2F10599%2Feb8990f4f4cbc87e83615f88931cec23_153650316013766613.jpg


411809,2018-11-22 08:17:11.050028+00:00,2018-11-22 08:17:11.194086+00:00,Платное,2018-11-06,https://connect.yandex.ru/forms/files?path=%2F10427%2Ffc72fc08f9cf4065f8d7a97d0e9190f9_safonova.pdf
66613.jpg


412014,2018-11-22 10:22:07.292047+00:00,2018-11-22 10:22:07.539839+00:00,Дошкольное,2018-11-23,https://connect.yandex.ru/forms/files?path=%2F10427%2Ff911f4bdc39cf2b65d78e7d2a64b5395_menyu_na_23.11.pdf



416307,2018-11-26 07:44:55.111116+00:00,2018-11-26 07:44:55.187233+00:00,Дошкольное,2018-11-26,https://connect.yandex.ru/forms/files?path=%2F10596%2F32f5a13bb4add9a54317286c14a710c1_261118detsad.pdf




416314,2018-11-26 07:45:14.999258+00:00,2018-11-26 07:45:15.161120+00:00,Платное,2018-11-26,https://connect.yandex.ru/forms/files?path=%2F10427%2F208ad0b5ea2dc07c05a55692ca5d92b2_261118plat.pdf
pdf




416317,2018-11-26 07:45:57.750129+00:00,2018-11-26 07:45:57.839198+00:00,Школьное,2018-11-27,https://connect.yandex.ru/forms/files?path=%2F42367%2F61a067a708618c28d043feaa8b5035a3_menyu_na_27.11.2018g..pdf
416404,2018-11-26 08:16:52.013967+00:00,2018-11-26 08:16:52.174999+00:00,Платное,2018-11-27,https://connect.yandex.ru/forms/files?path=%2F10597%2Fa6ff32cd6a00c26203c4ec6eca612202_2711.pdf
27.11.2018g..pdf
416405,2018-11-26 08:17:04.748188+00:00,2018-11-26 08:17:04.831230+00:00,Школьное,2018-11-26,https://connect.yandex.ru/forms/files?path=%2F42367%2Fa0c7da8681ccb9025c539753ec026306_menyu_na_26.11.2018g..pdf
417772,2018-11-26 14:04:16.756475+00:00,2018-11-26 14:04:16.861542+00:00,Дошкольное,2018-11-27,https://connect.yandex.ru/forms/files?path=%2F42367%2F6e8d567f0eebbd0854f312e7bede06e3_271118set.pdf
18g..pdf
422014,2018-11-28 08:12:51.873550+00:00,2018-11-28 08:12:52.162619+00:00,Дошкольное,2018-11-28,https://connect.yandex.ru/forms/files?path=%2F10427%2Fd567543779f2367ab0ee2ebd42538c92_281118.pdf
f
18g..pdf
422017,2018-11-28 08:13:04.354031+00:00,2018-11-28 08:13:04.425805+00:00,Школьное,2018-11-28,https://connect.yandex.ru/forms/files?path=%2F10597%2Fe4cc588b5f2913c91dda066d348756ae_menyu_na_28.11.2018g.pdf

422034,2018-11-28 08:17:34.663244+00:00,2018-11-28 08:17:34.861120+00:00,Дошкольное,2018-11-27,https://connect.yandex.ru/forms/files?path=%2F10597%2F262f913d658c0e4b5b514f6e78510f06_271118.pdf
.2018g.pdf

422782,2018-11-28 12:59:32.692704+00:00,2018-11-28 12:59:32.858576+00:00,Школьное,2018-11-29,https://connect.yandex.ru/forms/files?path=%2F10596%2F6db74d6c7494022921fb43ff21ed2ee9_menyu_na_29.11.2018g..pdf
422783,2018-11-28 12:59:44.318615+00:00,2018-11-28 12:59:44.390156+00:00,Платное,2018-11-29,https://connect.yandex.ru/forms/files?path=%2F42367%2F88bca1cfda1848116bc915858f5fe62d_2911.pdf
29.11.2018g..pdf
424544,2018-11-29 10:06:16.844684+00:00,2018-11-29 10:06:16.998805+00:00,Дошкольное,2018-11-29,https://connect.yandex.ru/forms/files?path=%2F10597%2F9e5166dfc84de423d863d69e277544d6_2911.pdf
11.2018g..pdf
424546,2018-11-29 10:06:33.502976+00:00,2018-11-29 10:06:33.966432+00:00,Школьное,2018-11-30,https://connect.yandex.ru/forms/files?path=%2F10599%2F6caf0f76638995db504b88f3dd393398_menyu_na_30.11.2018g..pdf
430041,2018-12-03 06:26:40.279319+00:00,2018-12-03 06:26:40.428498+00:00,Дошкольное,2018-12-03,https://connect.yandex.ru/forms/files?path=%2F11913%2Fedd19cafcd482251dd24ad091a4796cf_0312sad.pdf
2018g..pdf
430043,2018-12-03 06:26:56.545438+00:00,2018-12-03 06:26:56.626577+00:00,Дошкольное,2018-11-30,https://connect.yandex.ru/forms/files?path=%2F10598%2F739382541566bcc4f571577827596da0_3011.pdf
f
2018g..pdf
430044,2018-12-03 06:27:11.173445+00:00,2018-12-03 06:27:11.244899+00:00,Школьное,2018-12-03,https://connect.yandex.ru/forms/files?path=%2F10598%2F14ac6333b04fefb721aa90246e677354_menyu_na_03.12.2018g.pdf

430045,2018-12-03 06:27:24.636063+00:00,2018-12-03 06:27:24.706649+00:00,Платное,2018-12-03,https://connect.yandex.ru/forms/files?path=%2F11913%2F77055e923078315e5b63df36d1acb5da_0312.pdf
03.12.2018g.pdf

435111,2018-12-05 09:54:24.480914+00:00,2018-12-05 09:54:24.594782+00:00,Дошкольное,2018-12-04,https://connect.yandex.ru/forms/files?path=%2F10597%2Fa45dd76d2950eccc5890758aabbb3890_0412sad.pdf
2018g.pdf

435114,2018-12-05 09:54:36.355184+00:00,2018-12-05 09:54:36.519784+00:00,Дошкольное,2018-12-05,https://connect.yandex.ru/forms/files?path=%2F42367%2F4c320beadd0cefba73bb326809005727_0512sad.pdf
2018g.pdf

435115,2018-12-05 09:54:49.330041+00:00,2018-12-05 09:54:49.497951+00:00,Дошкольное,2018-12-06,https://connect.yandex.ru/forms/files?path=%2F10599%2Ff28b0be2551b28a83a06ca716b1c2252_0612sad.pdf
2018g.pdf

435117,2018-12-05 09:55:04.373193+00:00,2018-12-05 09:55:04.470493+00:00,Школьное,2018-12-05,https://connect.yandex.ru/forms/files?path=%2F11913%2F78bdb572bc406cb054c07286ca5ab937_menyu_na_05.12.2018g..pdf
435119,2018-12-05 09:55:15.845983+00:00,2018-12-05 09:55:15.936525+00:00,Школьное,2018-12-06,https://connect.yandex.ru/forms/files?path=%2F11913%2F928597a8c01e1466c45b3f3530203280_menyu_na_06.12.2018g..pdf
435120,2018-12-05 09:55:29.370926+00:00,2018-12-05 09:55:29.461181+00:00,Платное,2018-12-04,https://connect.yandex.ru/forms/files?path=%2F11913%2F1420a0bc7016eb54b77efa6a9ae2d4f9_0412paid.pdf
2.2018g..pdf
435121,2018-12-05 09:55:40.677661+00:00,2018-12-05 09:55:40.778044+00:00,Платное,2018-12-05,https://connect.yandex.ru/forms/files?path=%2F10600%2Fc41241551aa21933af0647cf312f616b_0512paid.pdf
2.2018g..pdf
435123,2018-12-05 09:55:51.085075+00:00,2018-12-05 09:55:51.258231+00:00,Платное,2018-12-06,https://connect.yandex.ru/forms/files?path=%2F10597%2F3e6980d6bc138f678d486194eff9fadf_0612paid.pdf
2.2018g..pdf
444202,2018-12-10 09:59:32.163350+00:00,2018-12-10 09:59:32.430099+00:00,Дошкольное,2018-12-10,https://connect.yandex.ru/forms/files?path=%2F10596%2F9135c4afed2ad6c859be547f916aad46_1012sad.pdf
2018g..pdf
444204,2018-12-10 09:59:59.101136+00:00,2018-12-10 09:59:59.196714+00:00,Дошкольное,2018-12-07,https://connect.yandex.ru/forms/files?path=%2F10596%2F29ee9aa09fb70f15970891223abd5020_menyu_07.121.pdf
..pdf
444205,2018-12-10 10:00:14.324188+00:00,2018-12-10 10:00:14.415327+00:00,Школьное,2018-12-07,https://connect.yandex.ru/forms/files?path=%2F10598%2F61f83b813ee04ae92851b90baae13c0b_menyu_na_07.12.2018g..pdf
444207,2018-12-10 10:00:38.419728+00:00,2018-12-10 10:00:38.785440+00:00,Школьное,2018-12-10,https://connect.yandex.ru/forms/files?path=%2F10427%2F75e3e8ce608ba04005d2e80a9f4bbf0f_menyu_na_10.12.pdf
..pdf
444208,2018-12-10 10:00:54.427960+00:00,2018-12-10 10:00:54.711838+00:00,Школьное,2018-12-11,https://connect.yandex.ru/forms/files?path=%2F10597%2F285d9567eece9e27ef15cab6a85236ce_menyu_11.12.2018g..pdf
f
444210,2018-12-10 10:01:24.025458+00:00,2018-12-10 10:01:24.221892+00:00,Платное,2018-12-11,https://connect.yandex.ru/forms/files?path=%2F10596%2F183900aa689e38d39cdd5055dbff2c45_1112paid.pdf
018g..pdf
f
444211,2018-12-10 10:01:43.128459+00:00,2018-12-10 10:01:43.320716+00:00,Платное,2018-12-10,https://connect.yandex.ru/forms/files?path=%2F10600%2F9b5802f49c96b798aeb7883c82bce6c8_1012paid.pdf
018g..pdf
f
